course,term,crn,instructor,enrolled,responded,response_rate,percent_5,percent_4,percent_3,percent_2,percent_1,rating,A,B,C,D,F,average_gpa,start_time,duration,days,building,room,credits,title
CGS3001,Spring 2018,12176,Elfayoumy,21,6,28.57,16.67,66.67,16.67,0,0,4,54.55,27.27,4.55,0,0,3.58,1300,50,F,15,2203,1,Current Trends in Computing Technology
CGS3001,Spring 2017,12864,Elfayoumy,17,10,58.82,50,20,10,10,0,4.22,77.78,5.56,0,0,0,3.93,1300,50,F,15,1303,1,Current Trends in Computing Technology
